X1,X2
Kansas,Michigan St.
Kansas,Vermont
Kansas,Louisiana
Kansas,Marquette
Kansas,Tennessee
Kansas,Stanford
Kansas,Wofford
Kansas,New Mexico St.
Kansas,Villanova
Kansas,South Dakota
Arizona St.,Kansas
Kansas,Eastern Mich.
Kansas,Oklahoma
Iowa St.,Kansas
Kansas,TCU
Kansas,Baylor
Kansas,Texas
West Virginia,Kansas
Kansas,Iowa St.
Kentucky,Kansas
Texas,Kansas
Kansas,Texas Tech
Kansas St.,Kansas
Kansas,Oklahoma St.
Kansas,TCU
Kansas,West Virginia
Texas Tech,Kansas
Kansas,Kansas St.
Kansas,Oklahoma St.
Oklahoma,Kansas
Kansas,Baylor
Kansas,Texas
Kansas,West Virginia
Iowa St.,Kansas
Kansas St.,Kennesaw St.
Kansas St.,Denver
Kansas St.,Eastern Ky.
Kansas St.,Penn
Kansas St.,Missouri
Kansas St.,Lehigh
Marquette,Kansas St.
Tulsa,Kansas St.
Kansas St.,Georgia St.
Kansas St.,Southern Miss.
Kansas St.,Vanderbilt
Kansas St.,George Mason
Texas,Kansas St.
Texas Tech,Kansas St.
Kansas St.,West Virginia
Kansas St.,Iowa St.
Kansas St.,Oklahoma
Kansas St.,TCU
Kansas St.,Texas Tech
Texas A&M,Kansas St.
Kansas St.,Oklahoma St.
Kansas St.,Kansas
Kansas St.,Baylor
Kansas St.,Texas
Iowa St.,Kansas St.
Kansas St.,West Virginia
Kansas St.,Oklahoma St.
Kansas,Kansas St.
Kansas St.,Baylor
Kansas St.,TCU
Kansas St.,Oklahoma
Kansas St.,TCU
Iowa St.,Kansas St.
Kansas St.,Kennesaw St.
Samford,Kennesaw St.
Missouri,Kennesaw St.
Old Dominion,Kennesaw St.
Eastern Ky.,Kennesaw St.
Belmont,Kennesaw St.
Georgia,Kennesaw St.
Hofstra,Kennesaw St.
Gardner-Webb,Kennesaw St.
Kennesaw St.,Tennessee Tech
Elon,Kennesaw St.
Georgia Tech,Kennesaw St.
Yale,Kennesaw St.
NJIT,Kennesaw St.
Jacksonville,Kennesaw St.
Liberty,Kennesaw St.
FGCU,Kennesaw St.
Lipscomb,Kennesaw St.
North Ala.,Kennesaw St.
Kennesaw St.,North Florida
Stetson,Kennesaw St.
Jacksonville,Kennesaw St.
Kennesaw St.,NJIT
North Florida,Kennesaw St.
Lipscomb,Kennesaw St.
North Ala.,Kennesaw St.
FGCU,Kennesaw St.
Liberty,Kennesaw St.
Kennesaw St.,Stetson
Lipscomb,Kennesaw St.
Kent St.,Cleveland St.
Liberty,Kent St.
Kent St.,Alcorn
Kent St.,Savannah St.
Kent St.,Vanderbilt
Kent St.,Detroit Mercy
Kent St.,Norfolk St.
Kent St.,Wright St.
Louisville,Kent St.
Kent St.,Oregon St.
Kent St.,Albany (NY)
Bowling Green,Kent St.
Kent St.,Western Mich.
Eastern Mich.,Kent St.
Kent St.,Ohio
Kent St.,Northern Ill.
Kent St.,Toledo
Buffalo,Kent St.
Kent St.,Ball St.
Kent St.,Miami (OH)
Akron,Kent St.
Kent St.,Western Mich.
Kent St.,Eastern Mich.
Central Mich.,Kent St.
Buffalo,Kent St.
Kent St.,Ohio
Bowling Green,Kent St.
Kent St.,Miami (OH)
Kent St.,Akron
Central Mich.,Kent St.
Duke,Kentucky
Kentucky,Southern Ill.
Kentucky,North Dakota
Kentucky,VMI
Kentucky,Winthrop
Kentucky,Tennessee St.
Kentucky,Monmouth
Kentucky,UNC Greensboro
Seton Hall,Kentucky
Kentucky,Utah
Kentucky,North Carolina
Kentucky,Louisville
Alabama,Kentucky
Kentucky,Texas A&M
Kentucky,Vanderbilt
Kentucky,Georgia
Kentucky,Auburn
Kentucky,Mississippi St.
Kentucky,Kansas
Kentucky,Vanderbilt
Kentucky,Florida
Kentucky,South Carolina
Kentucky,Mississippi St.
LSU,Kentucky
Kentucky,Tennessee
Kentucky,Missouri
Kentucky,Auburn
Kentucky,Arkansas
Tennessee,Kentucky
Kentucky,Ole Miss
Kentucky,Florida
Kentucky,Alabama
Tennessee,Kentucky
Temple,La Salle
Lafayette,La Salle
Florida,La Salle
Drexel,La Salle
Miami (FL),La Salle
Northwestern,La Salle
Grand Canyon,La Salle
Villanova,La Salle
Bucknell,La Salle
Penn,La Salle
La Salle,Alabama A&M
La Salle,Towson
La Salle,Massachusetts
VCU,La Salle
Saint Louis,La Salle
George Washington,La Salle
Rhode Island,La Salle
La Salle,Fordham
La Salle,Massachusetts
La Salle,Richmond
La Salle,Saint Joseph's
George Mason,La Salle
La Salle,Duquesne
Saint Louis,La Salle
St. Bonaventure,La Salle
Richmond,La Salle
La Salle,Davidson
Saint Joseph's,La Salle
Dayton,La Salle
La Salle,Fordham
Rhode Island,La Salle
La.-Monroe,Jackson St.
Texas,La.-Monroe
Michigan St.,La.-Monroe
Tennessee Tech,La.-Monroe
La.-Monroe,Northwestern St.
Ole Miss,La.-Monroe
La.-Monroe,Grambling
La.-Monroe,SFA
La.-Monroe,Nicholls St.
La.-Monroe,Coppin St.
LSU,La.-Monroe
La.-Monroe,Little Rock
La.-Monroe,Arkansas St.
Ga. Southern,La.-Monroe
Georgia St.,La.-Monroe
La.-Monroe,Louisiana
La.-Monroe,Troy
South Alabama,La.-Monroe
Coastal Caro.,La.-Monroe
Appalachian St.,La.-Monroe
La.-Monroe,Georgia St.
La.-Monroe,Ga. Southern
Louisiana,La.-Monroe
La.-Monroe,Texas St.
UT Arlington,La.-Monroe
La.-Monroe,Appalachian St.
Coastal Caro.,La.-Monroe
Arkansas St.,La.-Monroe
La.-Monroe,Little Rock
La.-Monroe,Appalachian St.
La.-Monroe,Coastal Caro.
Ga. Southern,La.-Monroe
Saint Peter's,Lafayette
Lafayette,La Salle
Penn,Lafayette
St. Francis Brooklyn,Lafayette
Lafayette,Fairleigh Dickinson
Cornell,Lafayette
Sacred Heart,Lafayette
UConn,Lafayette
Quinnipiac,Lafayette
Princeton,Lafayette
Lehigh,Lafayette
Army West Point,Lafayette
Lafayette,Loyola Maryland
Holy Cross,Lafayette
Navy,Lafayette
Lafayette,American
Colgate,Lafayette
Army West Point,Lafayette
Lehigh,Lafayette
Bucknell,Lafayette
Lafayette,Boston U.
Lafayette,Holy Cross
Lafayette,Navy
Lafayette,Loyola Maryland
Lafayette,American
Bucknell,Lafayette
Boston U.,Lafayette
Colgate,Lafayette
Holy Cross,Lafayette
Georgia Tech,Lamar University
East Carolina,Lamar University
Lamar University,Prairie View
UTRGV,Lamar University
SMU,Lamar University
Lamar University,Rice
Houston,Lamar University
CSU Bakersfield,Lamar University
Lamar University,Texas Southern
Houston Baptist,Lamar University
Lamar University,A&M-Corpus Christi
New Orleans,Lamar University
Central Ark.,Lamar University
Southeastern La.,Lamar University
Lamar University,Incarnate Word
Sam Houston St.,Lamar University
Lamar University,Nicholls St.
Lamar University,McNeese
Abilene Christian,Lamar University
Lamar University,SFA
Lamar University,Northwestern St.
Lamar University,Sam Houston St.
Lamar University,Incarnate Word
Lamar University,A&M-Corpus Christi
Lamar University,Houston Baptist
NA,NA
Lamar University,McNeese
Lamar University,Houston Baptist
New Orleans,Lamar University
Lehigh,Monmouth
Miami (FL),Lehigh
Lehigh,Marist
Lehigh,Princeton
Lehigh,Siena
Kansas St.,Lehigh
Lehigh,Arkansas St.
Yale,Lehigh
Lehigh,Saint Francis (PA)
West Virginia,Lehigh
Lehigh,Lafayette
Lehigh,Loyola Maryland
Lehigh,Holy Cross
Colgate,Lehigh
Lehigh,American
Bucknell,Lehigh
Lehigh,Navy
Lehigh,Boston U.
Lehigh,Lafayette
Lehigh,Army West Point
Colgate,Lehigh
Lehigh,Navy
Bucknell,Lehigh
Lehigh,Boston U.
Lehigh,Army West Point
Holy Cross,Lehigh
Lehigh,American
Loyola Maryland,Lehigh
Lehigh,Army West Point
Bucknell,Lehigh
Liberty,Kent St.
Vanderbilt,Liberty
Liberty,Alcorn
Liberty,Savannah St.
Liberty,Navy
Liberty,Georgia St.
Georgetown,Liberty
Liberty,South Carolina St.
Alabama,Liberty
Liberty,Alabama St.
Austin Peay,Liberty
Liberty,UCLA
Liberty,FGCU
Liberty,Stetson
Liberty,Jacksonville
Liberty,Kennesaw St.
Liberty,North Florida
Liberty,North Ala.
Liberty,Jacksonville
Lipscomb,Liberty
Liberty,NJIT
Liberty,Stetson
Liberty,FGCU
Liberty,Lipscomb
Liberty,North Ala.
North Florida,Liberty
Liberty,Kennesaw St.
Liberty,NJIT
Liberty,Jacksonville
Liberty,North Florida
Liberty,Lipscomb
Lipscomb,Tennessee St.
Belmont,Lipscomb
Lipscomb,SMU
Lipscomb,TCU
Lipscomb,Morehead St.
Lipscomb,Middle Tenn.
Belmont,Lipscomb
Lipscomb,Navy
Louisville,Lipscomb
Lipscomb,Vermont
Clemson,Lipscomb
Lipscomb,Jacksonville
Lipscomb,North Florida
Lipscomb,Stetson
Lipscomb,NJIT
Lipscomb,Kennesaw St.
Lipscomb,FGCU
Lipscomb,Stetson
Lipscomb,Liberty
Lipscomb,North Ala.
Lipscomb,North Florida
Lipscomb,Jacksonville
Liberty,Lipscomb
Lipscomb,Kennesaw St.
FGCU,Lipscomb
Lipscomb,NJIT
Lipscomb,North Ala.
Lipscomb,Kennesaw St.
Lipscomb,NJIT
Liberty,Lipscomb
Little Rock,Tennessee St.
Nevada,Little Rock
Tulsa,Little Rock
Little Rock,Howard
Ark.-Pine Bluff,Little Rock
Central Ark.,Little Rock
Little Rock,Sam Houston St.
Bradley,Little Rock
Central Ark.,Little Rock
Memphis,Little Rock
Georgetown,Little Rock
La.-Monroe,Little Rock
Louisiana,Little Rock
Little Rock,Troy
Little Rock,South Alabama
Texas St.,Little Rock
UT Arlington,Little Rock
Coastal Caro.,Little Rock
Appalachian St.,Little Rock
Arkansas St.,Little Rock
Little Rock,Troy
Little Rock,South Alabama
Little Rock,UT Arlington
Texas St.,Little Rock
Arkansas St.,Little Rock
Ga. Southern,Little Rock
Georgia St.,Little Rock
Louisiana,Little Rock
La.-Monroe,Little Rock
LIU Brooklyn,Brown
LIU Brooklyn,Fairfield
San Francisco,LIU Brooklyn
Milwaukee,LIU Brooklyn
NJIT,LIU Brooklyn
LIU Brooklyn,Albany (NY)
Marist,LIU Brooklyn
LIU Brooklyn,Saint Peter's
Stony Brook,LIU Brooklyn
Binghamton,LIU Brooklyn
LIU Brooklyn,Fordham
Sacred Heart,LIU Brooklyn
LIU Brooklyn,Bryant
Saint Francis (PA),LIU Brooklyn
LIU Brooklyn,Robert Morris
LIU Brooklyn,Fairleigh Dickinson
St. Francis Brooklyn,LIU Brooklyn
Mount St. Mary's,LIU Brooklyn
LIU Brooklyn,Central Conn. St.
Fairleigh Dickinson,LIU Brooklyn
Wagner,LIU Brooklyn
LIU Brooklyn,Mount St. Mary's
Wagner,LIU Brooklyn
St. Francis Brooklyn,LIU Brooklyn
LIU Brooklyn,Sacred Heart
Robert Morris,LIU Brooklyn
LIU Brooklyn,Saint Francis (PA)
LIU Brooklyn,Central Conn. St.
LIU Brooklyn,Bryant
LIU Brooklyn,Sacred Heart
Saint Francis (PA),LIU Brooklyn
UCLA,Long Beach St.
Arizona St.,Long Beach St.
Mississippi St.,Long Beach St.
Long Beach St.,Iona
Utah Valley,Long Beach St.
Oregon St.,Long Beach St.
Southern California,Long Beach St.
San Diego,Long Beach St.
Long Beach St.,Southern Utah
Fresno St.,Long Beach St.
Pacific,Long Beach St.
Long Beach St.,Pepperdine
Long Beach St.,Colorado St.
Stanford,Long Beach St.
Long Beach St.,UC Davis
Long Beach St.,UC Irvine
Cal St. Fullerton,Long Beach St.
CSUN,Long Beach St.
UC Santa Barbara,Long Beach St.
Hawaii,Long Beach St.
UC Irvine,Long Beach St.
Hawaii,Long Beach St.
Long Beach St.,Cal Poly
Cal St. Fullerton,Long Beach St.
UC Davis,Long Beach St.
Long Beach St.,CSUN
Long Beach St.,UC Riverside
Long Beach St.,UC Santa Barbara
Long Beach St.,Cal Poly
Long Beach St.,UC Riverside
Long Beach St.,Hawaii
UC Irvine,Long Beach St.
Longwood,Richmond
Longwood,UMES
Longwood,Delaware St.
Charlotte,Longwood
Longwood,Fairfield
Denver,Longwood
Seattle U,Longwood
Longwood,VMI
Duquesne,Longwood
Cornell,Longwood
Longwood,Stetson
Longwood,The Citadel
Radford,Longwood
Longwood,UNC Asheville
Charleston So.,Longwood
Longwood,Winthrop
Presbyterian,Longwood
Radford,Longwood
Longwood,High Point
USC Upstate,Longwood
Hampton,Longwood
Campbell,Longwood
Gardner-Webb,Longwood
NA,NA
NA,NA
Hampton,Longwood
Campbell,Longwood
Gardner-Webb,Longwood
Hampton,Longwood
Tennessee,Louisiana
Kansas,Louisiana
Louisiana,Colorado St.
Toledo,Louisiana
Louisiana,Tulane
Louisiana,New Orleans
Louisiana,Southern U.
Louisiana,Prairie View
Louisiana Tech,Louisiana
Louisiana,McNeese
Louisiana,Southeastern La.
Arkansas St.,Louisiana
Louisiana,Little Rock
Georgia St.,Louisiana
Louisiana,Ga. Southern
La.-Monroe,Louisiana
Louisiana,South Alabama
Louisiana,Troy
Appalachian St.,Louisiana
Coastal Caro.,Louisiana
Ga. Southern,Louisiana
Louisiana,Georgia St.
Louisiana,La.-Monroe
Louisiana,UT Arlington
Texas St.,Louisiana
Louisiana,Coastal Caro.
Appalachian St.,Louisiana
Louisiana,Little Rock
Louisiana,Arkansas St.
South Alabama,Louisiana
Louisiana Tech,Wichita St.
Louisiana Tech,Sam Houston St.
LSU,Louisiana Tech
UNC Greensboro,Louisiana Tech
Delaware,Louisiana Tech
Louisiana Tech,Houston Baptist
Louisiana Tech,Prairie View
Louisiana Tech,SFA
Louisiana Tech,Mississippi Val.
Louisiana Tech,Louisiana
Louisiana Tech,A&M-Corpus Christi
Louisiana Tech,Southern Miss.
North Texas,Louisiana Tech
Rice,Louisiana Tech
Louisiana Tech,UAB
Louisiana Tech,Middle Tenn.
Old Dominion,Louisiana Tech
Charlotte,Louisiana Tech
Louisiana Tech,Marshall
Louisiana Tech,Western Ky.
Fla. Atlantic,Louisiana Tech
FIU,Louisiana Tech
Southern Miss.,Louisiana Tech
Louisiana Tech,UTEP
Louisiana Tech,UTSA
Louisiana Tech,North Texas
Marshall,Louisiana Tech
FIU,Louisiana Tech
Louisiana Tech,Fla. Atlantic
Louisiana Tech,Fla. Atlantic
Old Dominion,Louisiana Tech
Louisville,Nicholls St.
Louisville,Southern U.
Louisville,Vermont
Tennessee,Louisville
Marquette,Louisville
Louisville,Michigan St.
Louisville,Seton Hall
Louisville,Central Ark.
Indiana,Louisville
Louisville,Lipscomb
Louisville,Kent St.
Louisville,Robert Morris
Kentucky,Louisville
Louisville,Miami (FL)
Pittsburgh,Louisville
Louisville,North Carolina
Louisville,Boston College
Louisville,Georgia Tech
Louisville,NC State
Louisville,Pittsburgh
Louisville,Wake Forest
North Carolina,Louisville
Louisville,Virginia Tech
Florida St.,Louisville
Duke,Louisville
Louisville,Clemson
Syracuse,Louisville
Virginia,Louisville
Boston College,Louisville
Louisville,Notre Dame
Virginia,Louisville
Louisville,Notre Dame
North Carolina,Louisville
Loyola Chicago,UMKC
Furman,Loyola Chicago
Loyola Chicago,Niagara
Loyola Chicago,Grambling
Loyola Chicago,Richmond
Boston College,Loyola Chicago
Nevada,Loyola Chicago
Loyola Chicago,UIC
Ball St.,Loyola Chicago
Maryland,Loyola Chicago
Loyola Chicago,Norfolk St.
Saint Joseph's,Loyola Chicago
Loyola Chicago,Indiana St.
Loyola Chicago,Drake
Evansville,Loyola Chicago
Loyola Chicago,Illinois St.
Loyola Chicago,Valparaiso
Loyola Chicago,Indiana St.
Missouri St.,Loyola Chicago
Loyola Chicago,Southern Ill.
Loyola Chicago,UNI
Illinois St.,Loyola Chicago
Loyola Chicago,Drake
Loyola Chicago,Valparaiso
Bradley,Loyola Chicago
Missouri St.,Loyola Chicago
Loyola Chicago,Evansville
Southern Ill.,Loyola Chicago
Loyola Chicago,UNI
Loyola Chicago,Bradley
NA,NA
Bradley,Loyola Chicago
St. John's (NY),Loyola Maryland
Dartmouth,Loyola Maryland
Loyola Maryland,Delaware St.
Temple,Loyola Maryland
Detroit Mercy,Loyola Maryland
Loyola Maryland,Hampton
Towson,Loyola Maryland
Drexel,Loyola Maryland
Loyola Maryland,Binghamton
Maryland,Loyola Maryland
UMass Lowell,Loyola Maryland
NC State,Loyola Maryland
Holy Cross,Loyola Maryland
Lehigh,Loyola Maryland
Lafayette,Loyola Maryland
Loyola Maryland,Army West Point
Loyola Maryland,Boston U.
Loyola Maryland,Holy Cross
Bucknell,Loyola Maryland
Loyola Maryland,Colgate
American,Loyola Maryland
Navy,Loyola Maryland
Bucknell,Loyola Maryland
Colgate,Loyola Maryland
Loyola Maryland,American
Lafayette,Loyola Maryland
Loyola Maryland,Navy
Boston U.,Loyola Maryland
Army West Point,Loyola Maryland
Loyola Maryland,Lehigh
Boston U.,Loyola Maryland
Loyola Marymount,UNLV
Loyola Marymount,CSUN
Loyola Marymount,Georgetown
Loyola Marymount,Ohio
Loyola Marymount,Central Conn. St.
Loyola Marymount,Florida A&M
UCLA,Loyola Marymount
Loyola Marymount,Cal St. Fullerton
Loyola Marymount,Portland St.
Loyola Marymount,Boise St.
UC Riverside,Loyola Marymount
NA,NA
Pepperdine,Loyola Marymount
Loyola Marymount,Portland
Saint Mary's (CA),Loyola Marymount
Gonzaga,Loyola Marymount
Loyola Marymount,Pepperdine
San Diego,Loyola Marymount
Loyola Marymount,Santa Clara
Loyola Marymount,Pacific
BYU,Loyola Marymount
San Diego,Loyola Marymount
Loyola Marymount,Portland
Gonzaga,Loyola Marymount
BYU,Loyola Marymount
Loyola Marymount,Pacific
Loyola Marymount,Santa Clara
Loyola Marymount,San Francisco
Pepperdine,Loyola Marymount
LSU,Southeastern La.
LSU,UNC Greensboro
LSU,Memphis
LSU,Louisiana Tech
LSU,Col. of Charleston
Florida St.,LSU
Oklahoma St.,LSU
NA,NA
LSU,Incarnate Word
Houston,LSU
LSU,Saint Mary's (CA)
LSU,Furman
LSU,La.-Monroe
LSU,Alabama
LSU,Arkansas
LSU,Ole Miss
LSU,South Carolina
LSU,Georgia
LSU,Missouri
LSU,Texas A&M
Arkansas,LSU
LSU,Mississippi St.
LSU,Auburn
LSU,Kentucky
LSU,Georgia
Florida,LSU
LSU,Tennessee
LSU,Texas A&M
LSU,Alabama
LSU,Florida
LSU,Vanderbilt
Florida,LSU
Denver,Maine
Utah,Maine
San Francisco,Maine
NC State,Maine
North Texas,Maine
Quinnipiac,Maine
Princeton,Maine
Saint Peter's,Maine
Maine,Fordham
Dartmouth,Maine
Duquesne,Maine
Central Conn. St.,Maine
Rutgers,Maine
Brown,Maine
UMBC,Maine
Vermont,Maine
Maine,Albany (NY)
Hartford,Maine
Stony Brook,Maine
Binghamton,Maine
Maine,UMass Lowell
Maine,New Hampshire
Vermont,Maine
UMBC,Maine
Hartford,Maine
NA,NA
Stony Brook,Maine
UMass Lowell,Maine
Binghamton,Maine
New Hampshire,Maine
Vermont,Maine
Elon,Manhattan
UMBC,Manhattan
Manhattan,Coastal Caro.
Northern Ky.,Manhattan
Manhattan,UNC Asheville
George Washington,Manhattan
Fordham,Manhattan
Stony Brook,Manhattan
Hofstra,Manhattan
UConn,Manhattan
Albany (NY),Manhattan
St. Francis Brooklyn,Manhattan
Quinnipiac,Manhattan
Manhattan,Niagara
Marist,Manhattan
Monmouth,Manhattan
Manhattan,Saint Peter's
Rider,Manhattan
Marist,Manhattan
Siena,Manhattan
Manhattan,Fairfield
Manhattan,Saint Peter's
Manhattan,Rider
Siena,Manhattan
Manhattan,Niagara
Manhattan,Canisius
Iona,Manhattan
Fairfield,Manhattan
Monmouth,Manhattan
Manhattan,Quinnipiac
Manhattan,Fairfield
Canisius,Manhattan
Army West Point,Marist
Marist,Columbia
Lehigh,Marist
SFA,Marist
Buffalo,Marist
Marist,Dartmouth
Marist,LIU Brooklyn
Marist,Stetson
Colgate,Marist
Marist,New Hampshire
Brown,Marist
Hartford,Marist
Canisius,Marist
Marist,Manhattan
Siena,Marist
Saint Peter's,Marist
Iona,Marist
Marist,Manhattan
Quinnipiac,Marist
Rider,Marist
Marist,Iona
Fairfield,Marist
Marist,Canisius
Marist,Niagara
Marist,Quinnipiac
Marist,Monmouth
Saint Peter's,Marist
Siena,Marist
Fairfield,Marist
Rider,Marist
Saint Peter's,Marist
Marquette,UMBC
Marquette,Bethune-Cookman
Indiana,Marquette
Marquette,Presbyterian
Kansas,Marquette
Marquette,Louisville
Marquette,Charleston So.
Marquette,Kansas St.
Marquette,UTEP
Marquette,Wisconsin
Marquette,North Dakota
Marquette,Buffalo
Marquette,Southern U.
St. John's (NY),Marquette
Marquette,Xavier
Marquette,Creighton
Marquette,Seton Hall
Marquette,Georgetown
Marquette,Providence
Marquette,DePaul
Marquette,Xavier
Marquette,Butler
St. John's (NY),Marquette
Marquette,Villanova
Marquette,DePaul
Marquette,Butler
Marquette,Providence
Villanova,Marquette
Creighton,Marquette
Seton Hall,Marquette
Georgetown,Marquette
Marquette,St. John's (NY)
Seton Hall,Marquette
Marshall,Eastern Ky.
Marshall,Hofstra
Marshall,N.C. A&T
Maryland,Marshall
Marshall,William & Mary
Ohio,Marshall
Duquesne,Marshall
Toledo,Marshall
Marshall,Morehead St.
Marshall,Akron
Texas A&M,Marshall
Virginia,Marshall
Marshall,Old Dominion
Marshall,Charlotte
Marshall,Western Ky.
Marshall,Fla. Atlantic
Marshall,FIU
Western Ky.,Marshall
Louisiana Tech,Marshall
Southern Miss.,Marshall
Marshall,UTEP
UTSA,Marshall
North Texas,Marshall
NA,NA
UAB,Marshall
Marshall,Middle Tenn.
Marshall,Louisiana Tech
Marshall,North Texas
Marshall,FIU
Marshall,Fla. Atlantic
Marshall,Rice
Southern Miss.,Marshall
Maryland,Delaware
Maryland,Navy
Maryland,N.C. A&T
Maryland,Hofstra
Maryland,Marshall
Virginia,Maryland
Maryland,Penn St.
Purdue,Maryland
Maryland,Loyola Chicago
Maryland,Loyola Maryland
Seton Hall,Maryland
Maryland,Radford
Maryland,Nebraska
Maryland,Rutgers
Maryland,Minnesota
Maryland,Indiana
Maryland,Wisconsin
Maryland,Ohio St.
Michigan St.,Maryland
Illinois,Maryland
Maryland,Northwestern
Wisconsin,Maryland
Maryland,Nebraska
Maryland,Purdue
Michigan,Maryland
Maryland,Iowa
Maryland,Ohio St.
Penn St.,Maryland
Michigan,Maryland
Maryland,Minnesota
Nebraska,Maryland
Massachusetts,UMass Lowell
Massachusetts,New Hampshire
Harvard,Massachusetts
Howard,Massachusetts
Massachusetts,Ark.-Pine Bluff
Massachusetts,Southern Ill.
Nevada,Massachusetts
Massachusetts,Quinnipiac
Holy Cross,Massachusetts
Massachusetts,Providence
Temple,Massachusetts
Massachusetts,Fairleigh Dickinson
Georgia,Massachusetts
La Salle,Massachusetts
Saint Louis,Massachusetts
Dayton,Massachusetts
George Mason,Massachusetts
VCU,Massachusetts
St. Bonaventure,Massachusetts
Massachusetts,Rhode Island
La Salle,Massachusetts
Saint Joseph's,Massachusetts
Fordham,Massachusetts
Massachusetts,Davidson
George Mason,Massachusetts
George Washington,Massachusetts
Massachusetts,Saint Joseph's
Dayton,Massachusetts
Duquesne,Massachusetts
Massachusetts,Richmond
Rhode Island,Massachusetts
George Washington,Massachusetts
Saint Mary's (CA),McNeese
Arizona St.,McNeese
SMU,McNeese
N.C. Central,McNeese
Mississippi St.,McNeese
McNeese,N.C. Central
UMKC,McNeese
Louisiana,McNeese
UTRGV,McNeese
McNeese,Incarnate Word
Northwestern St.,McNeese
Abilene Christian,McNeese
New Orleans,McNeese
McNeese,Nicholls St.
Southeastern La.,McNeese
McNeese,Houston Baptist
Lamar University,McNeese
Sam Houston St.,McNeese
Northwestern St.,McNeese
SFA,McNeese
Southeastern La.,McNeese
McNeese,Central Ark.
New Orleans,McNeese
NA,NA
Houston Baptist,McNeese
A&M-Corpus Christi,McNeese
Lamar University,McNeese
Memphis,Tennessee Tech
LSU,Memphis
Memphis,Yale
Oklahoma St.,Memphis
Memphis,Canisius
Col. of Charleston,Memphis
Texas Tech,Memphis
Memphis,South Dakota St.
Memphis,UAB
Tennessee,Memphis
Memphis,Little Rock
Memphis,Tennessee St.
Memphis,Florida A&M
Memphis,Wichita St.
Houston,Memphis
Memphis,East Carolina
Memphis,Tulane
Memphis,SMU
Temple,Memphis
Memphis,UCF
Tulsa,Memphis
NA,NA
Cincinnati,Memphis
Memphis,UConn
Memphis,East Carolina
UCF,Memphis
Memphis,Tulane
Memphis,Wichita St.
Memphis,Temple
Cincinnati,Memphis
Memphis,Tulsa
Memphis,Tulane
Memphis,UCF
Houston,Memphis
UAB,Mercer
Georgia St.,Mercer
Mercer,UT Martin
Mercer,UMES
NC State,Mercer
The Citadel,Mercer
Fla. Atlantic,Mercer
Ga. Southern,Mercer
Florida,Mercer
Mercer,UNCW
Harvard,Mercer
Furman,Mercer
Wofford,Mercer
Mercer,Western Caro.
ETSU,Mercer
Chattanooga,Mercer
Mercer,Samford
Mercer,VMI
